chromosome,gene_id,gene_symbol,P-value,Zscore,Direction,regulation,heterogeneity_I_squared,heterogeneity_Chi_squared,heterogeneity_degrees_of_freedom_squared,heterogeneity_P-value
11,ENSG00000197847,SLC22A20P,0.9322,0.085,-+,Not differentially expressed,0,0.054,1,0.817
15,ENSG00000259710,NUTF2P6,0.9323,-0.085,0-,Not differentially expressed,0,0.003,1,0.9563
15,ENSG00000259632,AC090971.4,0.9323,-0.085,0-,Not differentially expressed,0,0.003,1,0.9563
5,ENSG00000153015,CWC27,0.9324,0.085,+-,Not differentially expressed,0,0.019,1,0.89
11,ENSG00000110628,SLC22A18,0.9324,-0.085,+-,Not differentially expressed,0,0.238,1,0.6259
7,ENSG00000196335,STK31,0.9325,0.085,-+,Not differentially expressed,0,0.084,1,0.7721
1,ENSG00000117616,RSRP1,0.9325,-0.085,-+,Not differentially expressed,0,0.168,1,0.6817
2,ENSG00000144229,THSD7B,0.9326,-0.085,--,Not differentially expressed,0,0,1,0.9895
X,ENSG00000230673,PABPC1P3,0.9326,0.085,0+,Not differentially expressed,0,0.003,1,0.9565
11,ENSG00000174370,C11orf45,0.9326,-0.085,+-,Not differentially expressed,0,0.215,1,0.6428
22,ENSG00000100263,RHBDD3,0.9326,0.085,++,Not differentially expressed,0,0.005,1,0.9433
14,ENSG00000133980,VRTN,0.9326,-0.085,-+,Not differentially expressed,40.6,1.683,1,0.1945
1,ENSG00000162461,SLC25A34,0.9327,0.084,+-,Not differentially expressed,26.5,1.36,1,0.2435
15,ENSG00000173867,AC013489.1,0.9327,-0.084,-+,Not differentially expressed,0,0.127,1,0.7217
11,ENSG00000214756,CSKMT,0.9327,-0.085,+-,Not differentially expressed,55.9,2.265,1,0.1323
8,ENSG00000253463,HMGB1P19,0.9328,-0.084,-+,Not differentially expressed,0,0.436,1,0.5091
11,ENSG00000175800,OR52B3P,0.9329,-0.084,0-,Not differentially expressed,0,0.003,1,0.9567
3,ENSG00000230655,OR7E55P,0.933,0.084,0+,Not differentially expressed,0,0.003,1,0.9568
15,ENSG00000169856,ONECUT1,0.9333,0.084,-+,Not differentially expressed,3.4,1.035,1,0.3089
11,ENSG00000254840,AC024405.2,0.9333,-0.084,-+,Not differentially expressed,0,0.037,1,0.8474
6,ENSG00000153303,FRMD1,0.9334,-0.084,--,Not differentially expressed,0,0.014,1,0.9062
22,ENSG00000100307,CBX7,0.9334,-0.084,+-,Not differentially expressed,60.9,2.558,1,0.1098
17,ENSG00000185332,TMEM105,0.9336,0.083,+-,Not differentially expressed,16.8,1.203,1,0.2728
19,ENSG00000076650,GPATCH1,0.9336,-0.083,+-,Not differentially expressed,48.1,1.928,1,0.165
2,ENSG00000233370,AC140479.3,0.9337,-0.083,0,Not differentially expressed,0,0.017,1,0.8973
11,ENSG00000077498,TYR,0.9337,-0.083,0-,Not differentially expressed,0,0.003,1,0.9572
13,ENSG00000125266,EFNB2,0.9337,0.083,-+,Not differentially expressed,34.1,1.516,1,0.2182
9,ENSG00000214654,B3GNT10,0.9338,-0.083,+-,Not differentially expressed,0,0.055,1,0.8153
1,ENSG00000218283,MORF4L1P1,0.9338,-0.083,0-,Not differentially expressed,0,0.003,1,0.9573
16,ENSG00000215131,C16orf90,0.9338,-0.083,0-,Not differentially expressed,0,0.003,1,0.9573
12,ENSG00000197614,MFAP5,0.9338,-0.083,-+,Not differentially expressed,0,0.574,1,0.4487
2,ENSG00000237322,RPL7L1P10,0.934,0.083,+-,Not differentially expressed,0,0.418,1,0.518
6,ENSG00000135596,MICAL1,0.9342,-0.083,+-,Not differentially expressed,47.5,1.903,1,0.1677
2,ENSG00000135925,WNT10A,0.9342,0.083,-+,Not differentially expressed,0,0.041,1,0.8389
8,ENSG00000185730,ZNF696,0.9344,0.082,+-,Not differentially expressed,0,0.041,1,0.8394
19,ENSG00000124449,IRGC,0.9344,-0.082,0-,Not differentially expressed,0,0.003,1,0.9577
14,ENSG00000203485,INF2,0.9344,0.082,+-,Not differentially expressed,0,0.455,1,0.5
7,ENSG00000241258,CRCP,0.9345,-0.082,-+,Not differentially expressed,60.8,2.554,1,0.11
16,ENSG00000166558,SLC38A8,0.9345,0.082,-+,Not differentially expressed,0,0.733,1,0.3918
1,ENSG00000231512,SEPT14P21,0.9345,-0.082,-+,Not differentially expressed,0,0.021,1,0.8846
5,ENSG00000198944,SOWAHA,0.9345,0.082,+-,Not differentially expressed,15.2,1.179,1,0.2776
16,ENSG00000254206,NPIPB11,0.9345,-0.082,+-,Not differentially expressed,0,0.769,1,0.3804
1,ENSG00000168148,HIST3H3,0.9346,0.082,0+,Not differentially expressed,0,0.003,1,0.9578
22,ENSG00000254709,IGLL5,0.9346,0.082,0+,Not differentially expressed,0,0.003,1,0.9578
3,ENSG00000239263,RBM43P1,0.9346,0.082,0+,Not differentially expressed,0,0.003,1,0.9578
17,ENSG00000182534,MXRA7,0.9346,0.082,+-,Not differentially expressed,0,0.409,1,0.5227
8,ENSG00000169427,KCNK9,0.9346,-0.082,+-,Not differentially expressed,0,0.159,1,0.6903
22,ENSG00000100079,LGALS2,0.9347,-0.082,0-,Not differentially expressed,0,0.003,1,0.9578
15,ENSG00000186073,C15orf41,0.9347,-0.082,--,Not differentially expressed,0,0.001,1,0.9776
10,ENSG00000122958,VPS26A,0.9347,-0.082,-+,Not differentially expressed,0,0.721,1,0.3957
9,ENSG00000224802,TUBB4BP2,0.9348,-0.082,0-,Not differentially expressed,0,0.003,1,0.9579
18,ENSG00000175354,PTPN2,0.9349,0.082,+-,Not differentially expressed,0,0.377,1,0.539
15,ENSG00000261072,AC084783.1,0.935,-0.081,0,Not differentially expressed,0,0.016,1,0.8995
19,ENSG00000230321,MTCO2P27,0.935,0.082,0+,Not differentially expressed,0,0.003,1,0.958
5,ENSG00000184840,TMED9,0.935,-0.082,+-,Not differentially expressed,52,2.083,1,0.1489
17,ENSG00000184451,CCR10,0.935,-0.081,+-,Not differentially expressed,0,0.008,1,0.9296
17,ENSG00000184560,SPEM2,0.935,-0.082,0-,Not differentially expressed,0,0.003,1,0.958
6,ENSG00000216723,NUDT19P3,0.935,-0.082,0-,Not differentially expressed,0,0.003,1,0.958
4,ENSG00000109618,SEPSECS,0.9351,0.081,-+,Not differentially expressed,0,0.33,1,0.5655
2,ENSG00000071909,MYO3B,0.9351,-0.081,-+,Not differentially expressed,0,0.382,1,0.5363
8,ENSG00000196166,C8orf86,0.9351,-0.081,+-,Not differentially expressed,0,0.168,1,0.6822
19,ENSG00000267179,AC008770.2,0.9352,-0.081,--,Not differentially expressed,0,0,1,0.9867
1,ENSG00000143771,CNIH4,0.9352,-0.081,-+,Not differentially expressed,3.5,1.036,1,0.3087
21,ENSG00000157557,ETS2,0.9353,-0.081,--,Not differentially expressed,0,0,1,0.9889
9,ENSG00000220105,AL353151.1,0.9353,0.081,0+,Not differentially expressed,0,0.003,1,0.9582
13,ENSG00000250878,METTL21EP,0.9353,0.081,-+,Not differentially expressed,27.8,1.384,1,0.2394
3,ENSG00000240097,AC104164.2,0.9353,-0.081,0-,Not differentially expressed,0,0.003,1,0.9582
22,ENSG00000128342,LIF,0.9353,-0.081,0-,Not differentially expressed,0,0.003,1,0.9582
7,ENSG00000242950,ERVW-1,0.9354,0.081,-+,Not differentially expressed,0,0.05,1,0.8228
11,ENSG00000166340,TPP1,0.9354,0.081,+-,Not differentially expressed,0,0.768,1,0.3809
8,ENSG00000254644,AC007751.1,0.9354,0.081,0,Not differentially expressed,0,0.016,1,0.9
1,ENSG00000162892,IL24,0.9356,-0.081,0-,Not differentially expressed,0,0.003,1,0.9584
6,ENSG00000188451,SRP72P2,0.9356,0.081,+-,Not differentially expressed,0,0.049,1,0.8248
15,ENSG00000249240,AC069368.1,0.9356,0.081,-+,Not differentially expressed,0,0.501,1,0.4792
10,ENSG00000151461,UPF2,0.9356,0.081,-+,Not differentially expressed,29.8,1.425,1,0.2326
11,ENSG00000189253,TRIM64B,0.9356,0.081,0+,Not differentially expressed,0,0.003,1,0.9584
2,ENSG00000233579,KRT8P15,0.9356,0.081,+-,Not differentially expressed,30,1.43,1,0.2318
21,ENSG00000159231,CBR3,0.9356,-0.081,-+,Not differentially expressed,0,0.028,1,0.8683
5,ENSG00000094755,GABRP,0.9357,-0.081,+-,Not differentially expressed,0,0.378,1,0.5387
4,ENSG00000250030,AC104806.1,0.9357,-0.081,0,Not differentially expressed,0,0.016,1,0.9005
12,ENSG00000257680,AC016144.1,0.9357,-0.081,+-,Not differentially expressed,0,0.84,1,0.3594
1,ENSG00000183508,TENT5C,0.9358,0.081,-+,Not differentially expressed,0,0.291,1,0.5893
18,ENSG00000264246,AP005208.1,0.9358,-0.081,0,Not differentially expressed,0,0.016,1,0.9006
10,ENSG00000198873,GRK5,0.9358,-0.08,+-,Not differentially expressed,0,0.329,1,0.5663
14,ENSG00000258823,AL160314.3,0.9359,0.08,0+,Not differentially expressed,0,0.003,1,0.9586
6,ENSG00000080546,SESN1,0.9359,-0.08,-+,Not differentially expressed,0,0.346,1,0.5565
4,ENSG00000196526,AFAP1,0.936,0.08,+-,Not differentially expressed,0,0.703,1,0.4017
6,ENSG00000204540,PSORS1C1,0.936,0.08,0+,Not differentially expressed,0,0.003,1,0.9587
3,ENSG00000196639,HRH1,0.936,-0.08,-+,Not differentially expressed,0,0.659,1,0.4168
8,ENSG00000176571,CNBD1,0.9361,0.08,0+,Not differentially expressed,0,0.003,1,0.9588
1,ENSG00000188257,PLA2G2A,0.9361,0.08,0+,Not differentially expressed,0,0.003,1,0.9588
6,ENSG00000263020,AL662899.2,0.9362,-0.08,0-,Not differentially expressed,0,0.003,1,0.9588
3,ENSG00000232407,PPIAP70,0.9362,-0.08,0-,Not differentially expressed,0,0.003,1,0.9588
17,ENSG00000244456,SPECC1P2,0.9363,0.08,0+,Not differentially expressed,0,0.003,1,0.9589
2,ENSG00000235548,AC073551.1,0.9363,-0.08,0-,Not differentially expressed,0,0.003,1,0.9589
21,ENSG00000276289,KCNE1B,0.9363,0.08,0+,Not differentially expressed,0,0.003,1,0.9589
11,ENSG00000255220,DDX18P5,0.9364,-0.08,+-,Not differentially expressed,0,0.244,1,0.6214
19,ENSG00000105501,SIGLEC5,0.9365,0.08,0+,Not differentially expressed,0,0.003,1,0.959
9,ENSG00000274583,FAM74A4,0.9365,0.08,0+,Not differentially expressed,0,0.003,1,0.959
17,ENSG00000267253,AC055813.1,0.9367,-0.079,-+,Not differentially expressed,0,0.034,1,0.8541
16,ENSG00000250251,PKD1P6,0.9368,-0.079,+-,Not differentially expressed,70.5,3.387,1,0.06572
14,ENSG00000100532,CGRRF1,0.9368,-0.079,-+,Not differentially expressed,67.1,3.035,1,0.08148
6,ENSG00000228727,SAPCD1,0.9369,0.079,0+,Not differentially expressed,0,0.003,1,0.9593
13,ENSG00000165480,SKA3,0.9369,-0.079,+-,Not differentially expressed,50.8,2.032,1,0.154
17,ENSG00000187688,TRPV2,0.9369,-0.079,--,Not differentially expressed,0,0.004,1,0.9469
13,ENSG00000238132,CASC4P1,0.9369,-0.079,0-,Not differentially expressed,0,0.003,1,0.9593
18,ENSG00000176136,MC5R,0.9369,0.079,0+,Not differentially expressed,0,0.003,1,0.9593
14,ENSG00000136327,NKX2-8,0.9369,-0.079,0-,Not differentially expressed,0,0.003,1,0.9593
2,ENSG00000185038,MROH2A,0.9369,0.079,0+,Not differentially expressed,0,0.003,1,0.9593
17,ENSG00000183979,NPB,0.9369,0.079,0+,Not differentially expressed,0,0.003,1,0.9593
12,ENSG00000257979,SNRPGP18,0.937,-0.079,--,Not differentially expressed,0,0.004,1,0.9507
17,ENSG00000264057,AC103810.1,0.937,0.079,+-,Not differentially expressed,0,0.065,1,0.7987
1,ENSG00000237763,AMY1A,0.9371,-0.079,0-,Not differentially expressed,0,0.003,1,0.9594
2,ENSG00000229948,B3GALNT1P1,0.9371,-0.079,-+,Not differentially expressed,0,0.638,1,0.4244
7,ENSG00000231167,YBX1P2,0.9371,0.079,0+,Not differentially expressed,0,0.003,1,0.9594
20,ENSG00000124159,MATN4,0.9373,-0.079,0-,Not differentially expressed,0,0.003,1,0.9596
8,ENSG00000104722,NEFM,0.9373,0.079,+-,Not differentially expressed,26.1,1.352,1,0.2449
19,ENSG00000105701,FKBP8,0.9374,-0.079,+-,Not differentially expressed,0,0.11,1,0.7402
17,ENSG00000264743,DPRXP4,0.9375,-0.078,0-,Not differentially expressed,0,0.003,1,0.9597
4,ENSG00000250325,IGBP1P4,0.9375,-0.078,0-,Not differentially expressed,0,0.003,1,0.9597
5,ENSG00000170561,IRX2,0.9376,0.078,0+,Not differentially expressed,0,0.003,1,0.9597
1,ENSG00000135870,RC3H1,0.9376,-0.078,+-,Not differentially expressed,6.9,1.074,1,0.2999
16,ENSG00000260908,AC009093.3,0.9376,0.078,-+,Not differentially expressed,0,0.011,1,0.9149
7,ENSG00000234585,CCT6P3,0.9378,0.078,+-,Not differentially expressed,0,0.321,1,0.571
17,ENSG00000273706,LHX1,0.9378,-0.078,0-,Not differentially expressed,0,0.003,1,0.9599
1,ENSG00000123838,C4BPA,0.9379,-0.078,+-,Not differentially expressed,0,0.032,1,0.8581
4,ENSG00000088926,F11,0.938,-0.078,0-,Not differentially expressed,0,0.003,1,0.96
16,ENSG00000089505,CMTM1,0.938,-0.078,+-,Not differentially expressed,24.2,1.32,1,0.2507
22,ENSG00000100395,L3MBTL2,0.938,-0.078,+-,Not differentially expressed,0,0.24,1,0.6244
8,ENSG00000079102,RUNX1T1,0.9381,0.078,+-,Not differentially expressed,45.1,1.82,1,0.1773
11,ENSG00000184154,LRTOMT,0.9382,0.078,+-,Not differentially expressed,42.3,1.733,1,0.1881
8,ENSG00000250569,NTAN1P2,0.9382,-0.078,--,Not differentially expressed,0,0.002,1,0.9618
6,ENSG00000213972,AL024509.1,0.9383,-0.077,0-,Not differentially expressed,0,0.002,1,0.9602
3,ENSG00000071282,LMCD1,0.9384,-0.077,-+,Not differentially expressed,0,0.337,1,0.5618
12,ENSG00000258012,AC026111.1,0.9384,0.077,-+,Not differentially expressed,0,0.434,1,0.5098
6,ENSG00000172197,MBOAT1,0.9385,0.077,+-,Not differentially expressed,0,0.363,1,0.5467
15,ENSG00000260211,AC139426.1,0.9385,0.077,0+,Not differentially expressed,0,0.002,1,0.9603
12,ENSG00000188324,OR6C6,0.9385,0.077,0+,Not differentially expressed,0,0.002,1,0.9603
9,ENSG00000044574,HSPA5,0.9386,-0.077,+-,Not differentially expressed,77.7,4.476,1,0.03437
6,ENSG00000137337,MDC1,0.9386,-0.077,+-,Not differentially expressed,88.1,8.413,1,0.003726
9,ENSG00000238110,AL353572.2,0.9386,0.077,0+,Not differentially expressed,0,0.002,1,0.9604
11,ENSG00000248746,ACTN3,0.9386,0.077,0+,Not differentially expressed,0,0.002,1,0.9604
2,ENSG00000213222,AC093724.1,0.9387,-0.077,--,Not differentially expressed,0,0.008,1,0.9301
22,ENSG00000228599,RPL7P52,0.9387,-0.077,--,Not differentially expressed,0,0.001,1,0.976
9,ENSG00000188647,PTAR1,0.9387,0.077,-+,Not differentially expressed,38.4,1.624,1,0.2026
3,ENSG00000229756,RPL31P20,0.9387,-0.077,0,Not differentially expressed,0,0.014,1,0.905
2,ENSG00000230044,AC110754.1,0.9388,-0.077,0-,Not differentially expressed,0,0.002,1,0.9605
21,ENSG00000201812,RNA5SP488,0.9388,0.077,0+,Not differentially expressed,0,0.002,1,0.9605
16,ENSG00000261509,TP53TG3B,0.9388,0.077,0+,Not differentially expressed,0,0.002,1,0.9605
3,ENSG00000241627,UBQLN4P1,0.9389,-0.077,0-,Not differentially expressed,0,0.002,1,0.9606
19,ENSG00000283525,AC005622.1,0.939,0.077,0+,Not differentially expressed,0,0.002,1,0.9606
X,ENSG00000214992,AKAP17BP,0.9391,0.076,0+,Not differentially expressed,0,0.002,1,0.9607
20,ENSG00000170471,RALGAPB,0.9391,-0.076,+-,Not differentially expressed,0,0.467,1,0.4944
19,ENSG00000130167,TSPAN16,0.9392,-0.076,0-,Not differentially expressed,0,0.002,1,0.9608
3,ENSG00000144802,NFKBIZ,0.9392,-0.076,+-,Not differentially expressed,0,0.017,1,0.8972
12,ENSG00000172572,PDE3A,0.9392,-0.076,-+,Not differentially expressed,0,0.332,1,0.5645
6,ENSG00000232389,AL583856.1,0.9393,-0.076,0-,Not differentially expressed,0,0.002,1,0.9608
3,ENSG00000114115,RBP1,0.9393,0.076,-+,Not differentially expressed,0,0.118,1,0.7317
2,ENSG00000163286,ALPG,0.9393,-0.076,0-,Not differentially expressed,0,0.002,1,0.9608
17,ENSG00000240531,RPL21P123,0.9394,-0.076,0-,Not differentially expressed,0,0.002,1,0.9609
15,ENSG00000138592,USP8,0.9394,-0.076,-+,Not differentially expressed,48.7,1.948,1,0.1628
10,ENSG00000213543,RARRES2P2,0.9394,0.076,0+,Not differentially expressed,0,0.002,1,0.9609
5,ENSG00000254701,AC138866.2,0.9394,-0.076,-+,Not differentially expressed,0,0.015,1,0.9023
X,ENSG00000280116,AC231657.2,0.9395,-0.076,0-,Not differentially expressed,0,0.002,1,0.9609
1,ENSG00000116285,ERRFI1,0.9396,0.076,-+,Not differentially expressed,0,0.007,1,0.9329
3,ENSG00000275607,AC135507.2,0.9397,0.076,0+,Not differentially expressed,0,0.002,1,0.9611
1,ENSG00000241128,OR14A2,0.9397,0.076,0+,Not differentially expressed,0,0.002,1,0.9611
X,ENSG00000102359,SRPX2,0.9397,0.076,-+,Not differentially expressed,0,0.143,1,0.7049
6,ENSG00000217334,AL355615.1,0.9397,-0.076,0-,Not differentially expressed,0,0.002,1,0.9611
18,ENSG00000186481,ANKRD20A5P,0.9398,-0.075,+-,Not differentially expressed,0,0.655,1,0.4185
3,ENSG00000239212,RPL6P7,0.9398,-0.075,-+,Not differentially expressed,0,0.032,1,0.8584
3,ENSG00000232374,GPR79,0.9399,-0.075,+-,Not differentially expressed,0,0.656,1,0.418
22,ENSG00000100344,PNPLA3,0.9399,-0.075,+-,Not differentially expressed,0,0.029,1,0.8649
6,ENSG00000187472,AL589826.1,0.9399,-0.075,0-,Not differentially expressed,0,0.002,1,0.9612
2,ENSG00000233494,AC009963.2,0.9399,-0.075,0-,Not differentially expressed,0,0.002,1,0.9612
17,ENSG00000232457,SLC16A6P1,0.94,0.075,0+,Not differentially expressed,0,0.002,1,0.9613
3,ENSG00000196345,ZKSCAN7,0.94,-0.075,-+,Not differentially expressed,0,0.241,1,0.6234
4,ENSG00000151611,MMAA,0.94,-0.075,+-,Not differentially expressed,45,1.818,1,0.1776
19,ENSG00000105146,AURKC,0.94,0.075,-+,Not differentially expressed,36.1,1.564,1,0.211
20,ENSG00000226608,FTLP3,0.9402,0.075,0+,Not differentially expressed,0,0.002,1,0.9614
1,ENSG00000116954,RRAGC,0.9402,-0.075,-+,Not differentially expressed,47.8,1.914,1,0.1665
20,ENSG00000215440,NPEPL1,0.9402,0.075,+-,Not differentially expressed,0,0.055,1,0.8149
17,ENSG00000275997,AC016292.2,0.9403,-0.075,0-,Not differentially expressed,0,0.002,1,0.9614
1,ENSG00000225338,RPL23AP18,0.9403,0.075,0+,Not differentially expressed,0,0.002,1,0.9614
2,ENSG00000230154,AC018463.1,0.9403,-0.075,0,Not differentially expressed,0,0.013,1,0.9076
19,ENSG00000242325,RPS12P31,0.9403,-0.075,0-,Not differentially expressed,0,0.002,1,0.9614
4,ENSG00000250596,AC096751.1,0.9403,-0.075,0-,Not differentially expressed,0,0.002,1,0.9614
15,ENSG00000234438,KBTBD13,0.9403,0.075,0+,Not differentially expressed,0,0.002,1,0.9614
13,ENSG00000236339,POM121L13P,0.9403,-0.075,0-,Not differentially expressed,0,0.002,1,0.9614
20,ENSG00000125998,FAM83C,0.9404,-0.075,0-,Not differentially expressed,0,0.002,1,0.9615
X,ENSG00000274775,Z82195.2,0.9405,0.075,+-,Not differentially expressed,28.8,1.404,1,0.236
17,ENSG00000167363,FN3K,0.9405,-0.075,+-,Not differentially expressed,65.9,2.937,1,0.08658
17,ENSG00000130935,NOL11,0.9405,-0.075,-+,Not differentially expressed,20.2,1.253,1,0.2631
12,ENSG00000176915,ANKLE2,0.9405,-0.075,+-,Not differentially expressed,32,1.47,1,0.2254
7,ENSG00000205482,SPDYE18,0.9406,0.075,+-,Not differentially expressed,6.5,1.07,1,0.3009
3,ENSG00000239483,RPS15AP16,0.9406,-0.075,0-,Not differentially expressed,0,0.002,1,0.9617
2,ENSG00000118260,CREB1,0.9406,0.075,+-,Not differentially expressed,0,0.326,1,0.5681
20,ENSG00000124208,TMEM189-UBE2V1,0.9407,0.074,+-,Not differentially expressed,0,0.876,1,0.3492
19,ENSG00000007080,CCDC124,0.9407,0.074,+-,Not differentially expressed,58.8,2.425,1,0.1194
16,ENSG00000007376,RPUSD1,0.9407,0.074,+-,Not differentially expressed,0,0.067,1,0.7954
3,ENSG00000186451,SPATA12,0.9408,0.074,0+,Not differentially expressed,0,0.002,1,0.9618
5,ENSG00000250197,HMGN1P15,0.9408,-0.074,0-,Not differentially expressed,0,0.002,1,0.9618
10,ENSG00000228169,PPIAP19,0.9409,0.074,+-,Not differentially expressed,0,0.026,1,0.8728
5,ENSG00000113361,CDH6,0.9409,-0.074,-+,Not differentially expressed,0,0.218,1,0.6409
1,ENSG00000081692,JMJD4,0.9409,-0.074,-+,Not differentially expressed,0,0.054,1,0.816
16,ENSG00000185324,CDK10,0.9409,0.074,++,Not differentially expressed,0,0,1,0.992
12,ENSG00000258033,AC063947.2,0.9411,0.074,-+,Not differentially expressed,0,0.004,1,0.9523
19,ENSG00000268643,AC006486.1,0.9411,-0.074,-+,Not differentially expressed,0,0.338,1,0.5609
19,ENSG00000188508,KRTDAP,0.9413,-0.074,0-,Not differentially expressed,0,0.002,1,0.9621
9,ENSG00000224599,BMS1P12,0.9413,0.074,0+,Not differentially expressed,0,0.002,1,0.9621
9,ENSG00000213927,CCL27,0.9413,0.074,0+,Not differentially expressed,0,0.002,1,0.9621
13,ENSG00000234354,RPS26P47,0.9414,-0.074,0-,Not differentially expressed,0,0.002,1,0.9622
2,ENSG00000218175,AC016739.1,0.9415,-0.073,0-,Not differentially expressed,0,0.002,1,0.9622
8,ENSG00000253330,AC024451.2,0.9415,0.073,+-,Not differentially expressed,0,0.881,1,0.348
1,ENSG00000158161,EYA3,0.9415,-0.073,+-,Not differentially expressed,0,0.776,1,0.3784
17,ENSG00000108826,MRPL27,0.9415,-0.073,-+,Not differentially expressed,68.1,3.138,1,0.07649
6,ENSG00000219470,AL355802.1,0.9416,-0.073,0-,Not differentially expressed,0,0.002,1,0.9623
2,ENSG00000153093,ACOXL,0.9416,-0.073,--,Not differentially expressed,0,0.007,1,0.9317
2,ENSG00000071082,RPL31,0.9416,-0.073,-+,Not differentially expressed,86.6,7.451,1,0.006339
15,ENSG00000033800,PIAS1,0.9417,-0.073,+-,Not differentially expressed,83.5,6.048,1,0.01392
10,ENSG00000274242,AL354976.1,0.9418,-0.073,0,Not differentially expressed,0,0.013,1,0.91
15,ENSG00000259479,SORD2P,0.9418,-0.073,+-,Not differentially expressed,0,0.034,1,0.8534
3,ENSG00000196428,TSC22D2,0.9418,0.073,+-,Not differentially expressed,0,0.208,1,0.6485
6,ENSG00000204387,C6orf48,0.9419,-0.073,-+,Not differentially expressed,0,0.773,1,0.3794
4,ENSG00000249522,AC147876.1,0.9419,0.073,0+,Not differentially expressed,0,0.002,1,0.9625
9,ENSG00000136925,TSTD2,0.9419,-0.073,+-,Not differentially expressed,0,0.961,1,0.3268
7,ENSG00000006576,PHTF2,0.942,0.073,+-,Not differentially expressed,55.7,2.259,1,0.1329
2,ENSG00000155749,ALS2CR12,0.942,0.073,++,Not differentially expressed,0,0,1,0.9962
20,ENSG00000124102,PI3,0.9421,0.073,0+,Not differentially expressed,0,0.002,1,0.9626
17,ENSG00000108342,CSF3,0.9421,-0.073,+-,Not differentially expressed,0,0.312,1,0.5767
11,ENSG00000271100,AP000753.3,0.9421,-0.073,0-,Not differentially expressed,0,0.002,1,0.9626
16,ENSG00000168589,DYNLRB2,0.9422,-0.073,-+,Not differentially expressed,67.4,3.066,1,0.07994
7,ENSG00000236261,AC064862.4,0.9423,0.072,0+,Not differentially expressed,0,0.002,1,0.9627
12,ENSG00000174206,C12orf66,0.9425,0.072,++,Not differentially expressed,0,0,1,0.9865
